"","DBA","BUS NAME","BUSINESS ID","LOC NO","LOC NO SUFF","LOC PRE DIR","LOC STREET","LOC STREET TYPE","LOC UNIT TYPE","LOC APT","LOC CITY","LOC STATE","LOC ZIP","...14","BUS PHONE","EMAIL","address...17","lon","lat","address...20"
"755","RICK'S RV CENTER","RICK'S RV CENTER INC","689",4360,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60431",NA,"815-725-4061","JEFF@RICKSRV.COM","4360 JEFFERSON JOLIET IL 60431",-88.1863728,41.5210015,"4360 w jefferson st, joliet, il 60431, usa"
"756","RIGHTWAY AUTOMOTIVE CREDIT","NEW CENTURY AUTO SALES INC","2100",1705,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"989-790-9090","ASHAPIRO@RIGHTWAY.COM","1705 JEFFERSON JOLIET IL 60435",-88.1226561,41.5232613,"1705 w jefferson st, joliet, il 60435, usa"
"757","RIVERBOAT GAS & FOOD BP","RIVERBOAT GAS & FOOD","336",1411,NA,NA,"RIVERBOAT CENTER","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-741-9774","BESTGAS100@GMAIL.COM","1411 RIVERBOAT CENTER JOLIET IL 60431",-88.1677476,41.4956814,"1411 riverboat center dr, joliet, il 60431, usa"
"758","ROSEWOOD CARE CENTER OF JOLIET","BRAVO CARE OF JOLIET INC","300",3401,NA,NA,"HENNEPIN","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-436-5900","SERICKSON@ROSEWOODARECENTERS.COM","3401 HENNEPIN JOLIET IL 60431",-88.1673285,41.5737603,"3401 hennepin dr, joliet, il 60431, usa"
"759","ROSS DRESS FOR LESS 1791","ROSS DRESS FOR LESS INC","1578",2805,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-254-3154","licensing@ros.com","2805 PLAINFIELD JOLIET IL 60435",-88.1558979,41.5787253,"2805 plainfield rd, joliet, il 60435, usa"
"760","ROSS DRESS FOR LESS 1820","ROSS DRESS FOR LESS INC","1790",1470,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-729-3588","licensing@ros.com","1470 LARKIN JOLIET IL 60435",-88.1229612,41.5487084,"1470 n larkin ave, joliet, il 60435, usa"
"761","ROUTE 30 AUTO SERVICES","RUTA 30 AUTO SERVICES INC","2126",201,NA,NA,"PAGE","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"TBD","OSCARCRISTANN@HOTMAIL.COM","201 PAGE JOLIET IL 60432",-88.087218,41.5266604,"billie limacher bicentennial park, 201 w jefferson st, joliet, il 60432, usa"
"762","ROUTE 52 GAS","ROUTE 52 GAS INC","2035",310,NA,NA,"MANHATTAN","ROAD",NA,NA,"JOLIET","IL","60433",NA,"773-816-7973","ABBAS773@YAHOO.COM","310 MANHATTAN JOLIET IL 60433",-88.0727845,41.5012415,"310 manhattan rd, joliet, il 60433, usa"
"763","RT 30 LAUNDROMAT","BPPP","1140",905,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-531-5591","SPARAMO65@YAHOO.COM","905 PLAINFIELD JOLIET IL 60435",-88.1043281,41.5402691,"905 plainfield rd, joliet, il 60435, usa"
"764","RT 66 FOOD N FUEL","LENNY'S RT 66 FUEL STOP LLC","1072",2401,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-724-0066","LENMCENERY@AOL.COM","2401 CHICAGO JOLIET IL 60436",-88.0816793,41.4801838,"2401 s chicago st, joliet, il 60436, usa"
"765","RT 66 LIQUORS","RT 66 LIQUORS LLC","782",2401,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-724-0066","LENMCENERY@AOL.COM","2401 CHICAGO JOLIET IL 60436",-88.0816793,41.4801838,"2401 s chicago st, joliet, il 60436, usa"
"766","RUBY ST TIRE","A&B TIRE","694",701,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-3311","RUBY.ST.TIRE@GMAIL.COM","701 RUBY JOLIET IL 60435",-88.0993681,41.5380024,"701 ruby st, joliet, il 60435, usa"
"767","RUDY'S TIRE SHOP","RUDY'S TIRE SHOP INC","1620",428,NA,"EAST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"224-200-1880",NA,"428 JACKSON JOLIET IL 60432",-88.0708226,41.5314434,"428 e jackson st, joliet, il 60432, usa"
"768","RUE 21 1086","NEW RUE 21 LLC","718",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1194","JOLIET","IL","60431",NA,"724-776-7624","TAXDEPT@RUE21.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"769","RUSH TRUCK CENTER JOLIET","RUSH TRUCK CENTERS OF ILLINOIS INC","1283",103,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"830-626-5244","BURGESSJ@RUSHENTERPRISES.COM","103 LARKIN JOLIET IL 60436",-88.1252493,41.520337,"103 s larkin ave, joliet, il 60436, usa"
"770","RYAN'S COLLISION SERVICE","RYANS COLLISION SERVICE INC","1716",1229,NA,"EAST","WASHINGTON","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-726-1940","RYAN@RYANSCOLLISION.NET","1229 WASHINGTON JOLIET IL 60433",-88.0503249,41.5239997,"1229 e washington st, joliet, il 60433, usa"
"771","S & H 1 FOODS","S & H 1 FOODS INC","2089",52,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"708-699-6333","ALWTOW@YAHOO.COM","52 MCDONOUGH JOLIET IL 60436",-88.0833015,41.5161544,"52 mcdonough st, joliet, il 60436, usa"
"772","S & T FOOD MART/SAM'S EATERY","S&T FOOD MART INC","344",124,NA,NA,"RICHARDS","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-630-2354","SAMISHEHAYBER@GMAIL.COM","124 RICHARDS JOLIET IL 60433",-88.0738535,41.5209348,"124 richards st, joliet, il 60433, usa"
"773","SAGE BODYWORK & WELLNESS STUDIO","ABLE BODY ENTERPRISE","1392",10,NA,NA,"FAIRLANE","DRIVE","SUITE","103","JOLIET","IL","60435",NA,"312-420-8940","INFO@SAGE-BODYWORK.COM","10 FAIRLANE JOLIET IL 60435",-88.1493811,41.5229514,"10 fairlane dr, joliet, il 60435, usa"
"774","SALEM VILLAGE NURSING & REHAB CTR","SALEM VILLAGE NURSING & REHAB CTR LLC","299",1314,NA,NA,"ROWELL","AVENUE",NA,NA,"JOLIET","IL","60433",NA,"815-727-9443",NA,"1314 ROWELL JOLIET IL 60433",-88.0615516,41.5001111,"1314 rowell ave, joliet, il 60433, usa"
"775","SAM FOOD MARKET","SAM FOOD & TOBACCO MARKET INC","1912",121,NA,NA,"RICHARDS","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-722-3700","SAM1TOBACCO@YAHOO.COM","121 RICHARDS JOLIET IL 60433",-88.0747698,41.5209501,"121 richards st, joliet, il 60433, usa"
"776","SAMMY'S TIRE SERVICE","SAMMY'S INC","693",663,NA,"EAST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-9514","SAMMYS663@GMAIL.COM","663 JACKSON JOLIET IL 60432",-88.064518,41.5321161,"663 e jackson st, joliet, il 60432, usa"
"777","SAM'S CLUB 8298","SAM'S WEST INC","551",321,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"479-204-0518","COMPLIC@WALMART.COM","321 LARKIN JOLIET IL 60436",-88.1280711,41.5162452,"321 s larkin ave, joliet, il 60436, usa"
"778","SBARRO 162","SBARRO LLC","713",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1468","JOLIET","IL","60431",NA,"847-337-4738","SBARRO162@SBARRO.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"779","SCHWAN'S HOME SERVICE","CYGNUS HOME SERVICE LLC","406",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"815-582-0233","BUSINESSLICENSES@SCHWANS.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"780","SHARKS FISH AND CHICKEN","JAI HANUMAN FOOD INC","1782",410,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-722-0400","HASMUKH400@GMAIL.COM","410 CHICAGO JOLIET IL 60436",-88.0808092,41.5162966,"410 s chicago st, joliet, il 60436, usa"
"781","SHERWIN-WILLIAMS COMPANY #3262","THE SHERWIN-WILLIAMS COMPANY","863",2041,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"877-792-3637","BLTAX@SHERWIN.COM","2041 RT 59 PLAINFIELD IL 60586",-88.200841,41.5596234,"2041 illinois rte 59, plainfield, il 60586, usa"
"782","SHERWIN-WILLIAMS COMPANY #3886","THE SHERWIN-WILLIAMS COMPANY","864",118,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-729-0961",NA,"118 LARKIN JOLIET IL 60435",-88.123892,41.525856,"118 n larkin ave, joliet, il 60435, usa"
"783","SHOE DEPARTMENT ENCORE #1791","SHOE SHOW INC","2051",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1144","JOLIET","IL","60431",NA,"331-204-9182","PWILSON@SHOESHOW.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"784","SIDELINES SPORTS BAR","KNORR ENTERPRISES","22",2006,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-725-1579",NA,"2006 JEFFERSON JOLIET IL 60435",-88.1322172,41.5212299,"2006 w jefferson st, joliet, il 60435, usa"
"785","SILVER COIN WASH","SILVER COIN WASH LLC","928",720,NA,NA,"COLLINS","STREET","SUITE","A","JOLIET","IL","60432",NA,"815-722-0283","R-SIGNSSERVICE@SBCGLOBAL.NET","720 COLLINS JOLIET IL 60432",-88.0722626,41.5379874,"720 collins st, joliet, il 60432, usa"
"786","SILVER SPOON RESTAURANT","ANDONES CORP","611",1601,NA,"WEST","JEFFERSON","STREET","SUITE","A","JOLIET","IL","60435",NA,"815-725-6202",NA,"1601 JEFFERSON JOLIET IL 60435",-88.1204068,41.5230197,"1601 w jefferson st, joliet, il 60435, usa"
"787","SKECHERS","SKECHERS USA RETAIL LLC","1959",1490,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"312-818-2245","JACKD@SKECHERS.COM","1490 LARKIN JOLIET IL 60435",-88.1229842,41.5489813,"1490 n larkin ave, joliet, il 60435, usa"
"788","SKY ZONE TRAMPOLINE PARK","MBG JOLIET LLC","1730",2318,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"773-396-2702","MARK.GLAZER@SKYZONE.COM","2318 ESSINGTON JOLIET IL 60435",-88.1588049,41.5642022,"2318 essington rd, joliet, il 60435, usa"
"789","SMOKE SHOP INC","SMOKE SHOP INC","2069",1551,NA,NA,"PLAINFIELD","ROAD","SUITE","C","JOLIET","IL","60435",NA,"815-409-7868","SMOKESHOP1551@GMAIL.COM","1551 PLAINFIELD JOLIET IL 60435",-88.1194907,41.5511097,"1551 plainfield rd, joliet, il 60435, usa"
"790","SMOKEHOUSE OF JOLIET 1294","SMOKEHOUSE OF JOLIET","719",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","FC3","JOLIET","IL","60431",NA,"815-609-2909","MELROMERO639@GMAIL.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"791","SNAK KING CORP","SNAK KING CORP","950",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"626-363-7711","AP@SNAKKING.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"792","SOL CARINO BODY WORK","SOL CARINO BODY WORK INC","1895",350,NA,NA,"WARD","AVENUE","UNIT","B","JOLIET","IL","60432",NA,"773-621-3439","SOLZAMORA1@GMAIL.COM","350 WARD JOLIET IL 60432",-88.0733954,41.5381765,"350 ward ave, joliet, il 60432, usa"
"793","SOM ZA THAI AND ASIAN KITCHEN","2KITTHANA INC","1838",2781,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-582-4533","GEORGEINTRALAK@GMAIL.COM","2781 BLACK JOLIET IL 60435",-88.1501243,41.5373445,"2781 black rd, joliet, il 60435, usa"
"794","SOOPER LUBE","SOOPER LUBE","701",1111,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-4998","SOOPERLUBEJOLIET@SBCGLOBAL.NET","1111 JEFFERSON JOLIET IL 60435",-88.108774,41.523345,"1111 w jefferson st, joliet, il 60435, usa"
"795","SOUTH SIDE CIVIC CLUB OF JOLIET ILLINOIS","SOUTH SIDE CIVIC CLUB","293",1214,NA,NA,"OAKLAND","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-791-9279",NA,"1214 OAKLAND JOLIET IL 60435",-88.097651,41.5462847,"1214 oakland ave, joliet, il 60435, usa"
"796","SOUTHEND STEAK & LEMONADE","SOUTHEND FAMOUS STEAK & LEMONADE INC","1777",48,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-722-3088","ABEALLEN33@YAHOO.COM","48 MCDONOUGH JOLIET IL 60436",-88.0830307,41.5161455,"48 mcdonough st, joliet, il 60436, usa"
"797","SPANISH AMERICAN CLUB","SPANISH AMERICAN CLUB INC","287",413,NA,NA,"MEEKER","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-592-0787","JEANNIECARRENO3@GMAIL.COM","413 MEEKER JOLIET IL 60432",-88.0717918,41.5407249,"413 meeker ave, joliet, il 60432, usa"
"798","SPARKLE EXPRESS CAR WASH","SPARKLE EXPRESS JOLIET INC","1478",2831,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-773-9600","SPARKLEEXPRESS2@GMAIL.COM","2831 JEFFERSON JOLIET IL 60435",-88.1520489,41.5226038,"2831 w jefferson st, joliet, il 60435, usa"
"799","SPARROW GAMING INC","SPARROW GAMING INC","2027",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"773-296-0500","brigid@merchantenterprises.com","0 OUT OF AREA NA NA NA",NA,NA,NA
"800","SPECIALTY AUTO CARE","NJ OF JOLIET INC","1805",1136,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-714-2254","SPECIALTYAUTOCARE@HOTMAIL.COM","1136 PLAINFIELD JOLIET IL 60435",-88.1108515,41.5440827,"1136 plainfield rd, joliet, il 60435, usa"
"801","SPEEDWAY 5376","SPEEDWAY LLC","343",1621,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-725-4981","TALEXANDER@SPEEDWAY.COM","1621 JEFFERSON JOLIET IL 60435",-88.1216646,41.523011,"1621 w jefferson st, joliet, il 60435, usa"
"802","SPEEDWAY AUTO PARTS","SPEEDWAY AUTO LTD","1102",1301,NA,NA,"HERKIMER","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-0666","PAUL.KRAUSE@SPEEDWAYAP.COM","1301 HERKIMER JOLIET IL 60432",-88.0745025,41.5492364,"1301 herkimer st, joliet, il 60432, usa"
"803","SPIRIT HALLOWEEN SUPERSTORES","SPIRIT HALLOWEEN SUPERSTORES LLC","1093",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"815-603-2470","MTIMSON@SPENCERGIFTS.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"804","SPRING CREEK SNF","SABA HEALTHCARE","2127",777,NA,NA,"DRAPER","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-727-4794","ASINGER@SABAHC.COM","777 DRAPER JOLIET IL 60432",-88.0536146,41.5386249,"777 draper ave, joliet, il 60432, usa"
"805","ST GEORGE SOCIAL CENTER","ST GEORGE SERBIAN ORTHODOX CHURCH","1926",300,NA,NA,"STRYKER","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"815-725-5502","VICKI.DORSEY@YAHOO.COM","300 STRYKER JOLIET IL 60436",-88.117537,41.516564,"300 stryker ave, joliet, il 60436, usa"
"806","ST JOSEPH PARK","ST JOSEPH CHURCH HOLY NAME SOCIETY","306",700,NA,NA,"THEODORE","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-727-9378","JHALSNE@STJOSEPHJOLIET.ORG","700 THEODORE JOLIET IL 60435",-88.0996543,41.5526572,"700 theodore st, crest hill, il 60403, usa"
"807","ST JOSEPHS PARK AMERICAN LEGION POST","ST JOSEPH'S PARK","289",2625,NA,NA,"INGALLS","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-722-3839",NA,"2625 INGALLS JOLIET IL 60435",-88.1482759,41.5442796,"2625 ingalls ave, joliet, il 60435, usa"
"808","ST. JUDE PHARMACY","ST. JUDE PHARMACY INC","2019",301,NA,NA,"MADISON","STREET","SUITE","114","JOLIET","IL","60435",NA,"347-218-3636","ALAHMMED@HOTMAIL.COM","301 MADISON JOLIET IL 60435",-88.1358203,41.5270077,"301 madison st, joliet, il 60435, usa"
"809","STANG KELLY WINE & LIQUORS","Y & M LIQUORS INC","1903",712,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-307-7522","BOOM8175@YAHOO.COM","712 JEFFERSON JOLIET IL 60435",-88.0998069,41.5236289,"712 w jefferson st, joliet, il 60436, usa"
"810","STAR INN","MP HOSPITALITY","1024",2219,"1/2","WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-1220","VPARIKH49@YAHOO.COM","2219 JEFFERSON JOLIET IL 60435",-88.135201,41.5233476,"2219 w jefferson st, joliet, il 60435, usa"
"811","STARBUCKS COFFEE 10451","STARBUCKS CORPORATION","608",2520,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"206-318-8705","LICENSESERVICES@STARBUCKS.COM","2520 JEFFERSON JOLIET IL 60435",-88.1461796,41.521651,"2520 w jefferson st, joliet, il 60435, usa"
"812","STARBUCKS COFFEE 8918","STARBUCKS CORPORATION","607",1536,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"206-318-8705","LICENSESERVICES@STARBUCKS.COM","1536 RT 59 JOLIET IL 60431",-88.1991674,41.5495279,"1536 illinois rte 59, shorewood, il 60431, usa"
"813","STEAK N SHAKE 210","STEAK N SHAKE INC","426",2675,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-439-9145",NA,"2675 PLAINFIELD JOLIET IL 60435",-88.1552501,41.5756345,"2675 plainfield rd, joliet, il 60435, usa"
"814","STERLING & KNIGHT JEWELRY & PAWN","EVALUATION & RECOVERY # 4 INC","1973",205,NA,"NORTH","JOLIET","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-2300","JFORD@JFORDSUNDERLAND.COM","205 JOLIET JOLIET IL 60432",-88.0850764,41.5280688,"205 n joliet st, joliet, il 60432, usa"
"815","STEVE'S AUTOMOTIVE","STEPHEN M. SWAN SR","2151",1526,NA,"NORTH","RAYNOR","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-651-7049","STEVESAUTOMOTIVE2020@GMAIL.COM","1526 RAYNOR JOLIET IL 60435",-88.1014879,41.5520889,"1526 n raynor ave, joliet, il 60435, usa"
"816","STOFAN AGAZZI & COMPANY INC","STOFAN AGAZZI INVESTMENTS LLC","291",2801,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-729-1266","STOFANAGAZZI@GMAIL.COM","2801 BLACK JOLIET IL 60435",-88.1518965,41.5370412,"2801 black rd, joliet, il 60435, usa"
"817","STONE CITY POST VFW 2199","STONE CITY POST VFW 2199","313",124,NA,NA,"STONE CITY","DRIVE",NA,NA,"JOLIET","IL","60436",NA,"815-258-2230","STONECITYVFW@YAHOO.COM","124 STONE CITY JOLIET IL 60436",-88.0832825,41.4779449,"124 stone city dr, joliet, il 60436, usa"
"818","STOP & GO TOBACCO","STOP & GO TOBACCO INC","1929",825,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"708-476-7805","FAYEZAHMED61@GMAIL.COM","825 JEFFERSON JOLIET IL 60435",-88.1027878,41.5234232,"825 w jefferson st, joliet, il 60435, usa"
"819","SUBMARINE DOCK II","APOLLOS FLAME INC","424",923,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-2417","SUBDOCK@COMCAST.NET","923 JEFFERSON JOLIET IL 60435",-88.1046714,41.5234552,"923 w jefferson st, joliet, il 60435, usa"
"820","SUBWAY","NIMO INC","795",2424,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-729-0950","MITALC@AOL.COM","2424 JEFFERSON JOLIET IL 60435",-88.1423491,41.519002,"2424 w jefferson st, joliet, il 60435, usa"
"821","SUBWAY 11007","RED GINGER INC","515",2892,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-436-7827","SKP1236@GMAIL.COM","2892 PLAINFIELD JOLIET IL 60435",-88.1601085,41.5758876,"2892 plainfield rd, joliet, il 60431, usa"
"822","SUBWAY 12171","SANDWICH CORPORATION","517",1710,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-729-1234",NA,"1710 JEFFERSON JOLIET IL 60435",-88.1233593,41.5224583,"1710 w jefferson st, joliet, il 60435, usa"
"823","SUBWAY 20522","JAY MAHADEV INC","518",1017,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-729-2600","NEALSUBS@YAHOO.COM","1017 ESSINGTON JOLIET IL 60435",-88.1616326,41.540611,"1017 essington rd, joliet, il 60435, usa"
"824","SUBWAY 22728","SHREE SIDDHIVINAYAK INC","519",4710,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-5600","NEALSUBS@YAHOO.COM","4710 CATON FARM PLAINFIELD IL 60586",-88.1991001,41.5646468,"4710 caton farm rd, plainfield, il 60586, usa"
"825","SUBWAY 23472","SLR OF ILLINOIS INC","799",121,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-723-6962","SKP12360@GMAIL.COM","121 COLLINS JOLIET IL 60432",-88.0731472,41.526836,"121 collins st, joliet, il 60432, usa"
"826","SUBWAY 26243","SHREYANU INC","797",7176,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-8094","NEALSUBS@YAHOO.COM","7176 CATON FARM PLAINFIELD IL 60586",-88.2577725,41.564183,"7176 caton farm rd, plainfield, il 60586, usa"
"827","SUBWAY 40805","J & K OF JOLIET INC","798",1354,NA,NA,"HOUBOLT","ROAD",NA,NA,"JOLIET","IL","60431",NA,"815-741-3878","MSIPLE@BENTZOFFICE.COM","1354 HOUBOLT JOLIET IL 60431",-88.1677666,41.4970289,"1354 houbolt rd, joliet, il 60431, usa"
"828","SUGAR CREEK LIQUORS","SUGAR CREEK LIQUORS INC","176",1200,NA,NA,"RICHARDS","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-723-0600","SUGARCREEK777@YAHOO.COM","1200 RICHARDS JOLIET IL 60433",-88.0707992,41.5023016,"1200 richards st, joliet, il 60433, usa"
"829","SUNSHINE FOOD MART","SUNSHINE FOOD MART OF JOLIET INC","1783",806,NA,NA,"WILCOX","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-740-1931","DOOSAM94@AOL.COM","806 WILCOX JOLIET IL 60435",-88.0985096,41.5383589,"806 wilcox st, joliet, il 60435, usa"
"830","SUNSHINE MEXICAN CAFE","PARTY TIME RJ CORP.","2102",406,NA,NA,"SCOTT","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-582-7183","PARTYTIMERJ@YAHOO.COM","406 SCOTT JOLIET IL 60432",-88.0800379,41.5321218,"406 n scott st, joliet, il 60432, usa"
"831","SUPER 8","KRP ENTERPRISE INC","288",3401,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-439-3838","RAMPATEL52@HOTMAIL.COM","3401 MALL LOOP JOLIET IL 60431",-88.1674428,41.5795721,"3401 mall loop dr, joliet, il 60431, usa"
"832","SUPER CHINA BUFFET","NEW SUPER CHINA BUFFET INC","345",2138,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-814-8688","STEVEN88666@GMAIL.COM","2138 JEFFERSON JOLIET IL 60435",-88.1360861,41.5219081,"2138 w jefferson st, joliet, il 60435, usa"
"833","SUPER J J FISH & CHICKEN","S & B ENTERPRISES, INC","1921",213,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,NA,"IFFIZWORLD@GMAIL.COM","213 LARKIN JOLIET IL 60436",-88.1252578,41.518375,"213 s larkin ave, joliet, il 60436, usa"
"834","SUPER RIO GRANDE FRESH MARKET","SUPER RIO GRANDE FRESH MARKET INC","60",1115,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-774-3140","RIOGRANDEFM@YAHOO.COM","1115 PLAINFIELD JOLIET IL 60435",-88.1086581,41.5435981,"1115 plainfield rd, joliet, il 60435, usa"
"835","SUPER TACO","SUPER TACO TAMAYO INC","1037",7158,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"815-254-8800","TAMAYOJAVIER@HOTMAIL.COM","7158 CATON FARM PLAINFIELD IL 60586",-88.2571832,41.5637256,"7158 caton farm rd, plainfield, il 60586, usa"
"836","SUPERMERCADO CASA BLANCA","CARDENAS JIMENEZ INC","1124",500,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-2222","OCTAVIOCARDENAS@ATT.NET","500 COLLINS JOLIET IL 60432",-88.0723264,41.5338663,"500 collins st, joliet, il 60432, usa"
"837","SUPERMERCADO JOLIET","SUPERMERCADO JOLIET INC","1243",379,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-723-6078","SMJOLIET@HOTMAIL.COM","379 CASS JOLIET IL 60432",-88.072872,41.528093,"379 e cass st, joliet, il 60432, usa"
"838","SUPERMERCADO LA LOMA","SUPERMERCADO LA LOMA INC","557",410,NA,NA,"WALNUT","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-723-5150","STEFANICH1983@GMAIL.COM","410 WALNUT JOLIET IL 60432",-88.0527742,41.5328356,"410 walnut st, joliet, il 60432, usa"
"839","SUPREME AUTO SALES","SUPREME TOWING INC","1649",1233,NA,"EAST","WASHINGTON","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-207-9714","RCRAVEN@CRTOWING.COM","1233 WASHINGTON JOLIET IL 60433",-88.0494549,41.5240949,"1233 e washington st #1233, joliet, il 60433, usa"
"840","SUPREME LOBSTER CO","SUPREME LOBSTER CO","674",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-832-6700","JSTRAMAGLIA@SUPREMELOBSTER.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
