LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
1101,ESSINGTON,JOLIET,IL,60435,GREAT AMERICAN BAGEL,46-3690223,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2298,ESSINGTON,JOLIET,IL,60435,TACO MEX RESTAURANT,20-3384914,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3551,MALL LOOP,JOLIET,IL,60431,MOTEL 6 1296,46-0648910,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
2814,FRANK TURK,PLAINFIELD,IL,60586,DAN'S MOBILE,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
3301,HENNEPIN,JOLIET,IL,60431,HOOTERS,54-2119959,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
1537,LARKIN,JOLIET,IL,60435,JEWEL FOOD STORE 224,36-1282500,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
1401,JEFFERSON,JOLIET,IL,60435,JEWEL FOOD STORE 1074,36-1282500,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
0,OUT OF AREA,,,,TEBO'S EVERGREENS,38-2675294,VENDOR - TREE/PRODUCE,VNDR TREE,VENDOR - TREE/PRODUCE LICENSE,,,,,,,,,,,,,,,,,,,
2480,RT 59,PLAINFIELD,IL,60586,JEWEL FOOD STORE 3080,36-1282500,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
3340,MALL LOOP,JOLIET,IL,60431,BEST BUY MOBILE 2761,41-1822872,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
1207,PLAINFIELD,JOLIET,IL,60435,ACE DRIVE-IN,36-3755154,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2721,JEFFERSON,JOLIET,IL,60435,SUSHIYA ASIAN CUISINE,26-0747259,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
3351,MALL LOOP,JOLIET,IL,60431,BEST BUY LP 307,41-1822872,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
2727,JEFFERSON,JOLIET,IL,60435,MCBRIDES ON 52,46-3375177,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS Z OUTDOOR/BEER GRD FULL,
0,OUT OF AREA,,,,YELLOW CHECKER CAB,46-3770483,TAXI DRIVER/CHAUFFEUR,TAXI/CHAUF,TAXI DRIVER/CHAUFFER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,TAXI/CHAUF,TAXI DRIVER/CHAUFFER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI VEHICLE 6-7 PASSENGERS,VHCL
3101,JEFFERSON,JOLIET,IL,60435,AURELIOS PIZZA,20-8238136,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
4726,CATON FARM,PLAINFIELD,IL,60586,HONEYBAKED HAM CO 0352,36-3089227,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,VENDOR OTHER,,,,,,,,,,,,,,,
2510,HAVEN,JOLIET,IL,60433,HICKORY FARMS DISTRIBUTION CENTER,34-1533409,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,
2422,RT 59,PLAINFIELD,IL,60586,CIRCLE K 6863,27-1278411,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
2787,BLACK,JOLIET,IL,60435,BLACK ROAD FOOD & LIQUOR,46-3681402,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
379,CASS,JOLIET,IL,60432,SUPERMERCADO JOLIET,36-4100469,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
629,HICKORY,JOLIET,IL,60435,SONRISAS FOOD MART,46-4188092,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3501,CHANNAHON,JOLIET,IL,60436,LIQUID THERAPY,27-3535367,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS Z OUTDOOR/BEER GRD FULL,
0,OUT OF AREA,,,,AMERICAN VIDEO GAMING LLC,45-3008980,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,
1500,ESSINGTON,JOLIET,IL,60435,ON THE ROCKS,46-1920671,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,
0,OUT OF AREA,,,,GRAND ELECTRIC SIGNS,,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,JAMES D AHERN CO,,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,RJ'S HEATING AND AIR LLC,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
1536,MARQUETTE,JOLIET,IL,60435,GRIFF'S REPAIR,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,JDB ELECTRICAL & GENERAL CONTRACTING,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,G3 GAMING,27-3771130,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,
510,COLLINS,JOLIET,IL,60432,DULCEROPON,46-3573328,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,
400,WALNUT,JOLIET,IL,60432,TORRES AUTO REPAIR,26-0888503,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
222,HAMMES,JOLIET,IL,60435,THE PARC AT JOLIET,46-3973904,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
103,LARKIN,JOLIET,IL,60436,RUSH TRUCK CENTER JOLIET,46-3230887,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
0,OUT OF AREA,,,,DL COMFORT CONTROL,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
79,CHICAGO,JOLIET,IL,60432,THE BLUE TACO,46-3683190,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1,MAYOR ART SCHULTZ,JOLIET,IL,60432,JOLIET SLAMMERS,46-0940190,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,AMUSEMENT,
356,SCOTT,JOLIET,IL,60432,CLARK GAS STATION,46-4838408,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
0,OUT OF AREA,,,,SMITTY'S TREE SERVICE,36-2600371,TREE SERVICE,TREE SERVI,TREE SERVICE LICENSE,,,,,,,,,,,,,,,,,,,
1312,JEFFERSON,JOLIET,IL,60435,DAVID NELSON EXQUISITE JEWELRY,36-374370,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
219,MAPLE,JOLIET,IL,60432,DERALDS INDOOR FLEA MARKET,30-0090164,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
777,DRAPER,JOLIET,IL,60432,SPRING CREEK NURSING & REHAB,46-4428259,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
2025,CHICAGO,JOLIET,IL,60436,BASINGER'S PRIMARY CARE PHARMACY,36-4231633,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
2202,ESSINGTON,JOLIET,IL,60435,BASINGER'S ESSINGTON PHARMACY,35-2276883,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3225,FIDAY,JOLIET,IL,60431,EDWARD D JONES & CO LP 07680,43-0345811,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,PARVIN-CLAUSS SIGN COMPANY,,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
1805,JEFFERSON,JOLIET,IL,60435,CIRCLE K 6872,46-5063679,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
3077,JEFFERSON,JOLIET,IL,60435,EDWARD D JONES & CO LP 15330,43-0345811,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,
510,COLLINS,JOLIET,IL,60432,PALETRIA SAN LUIS,46-45200095,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,BL,BUSINESS LICENSE,BUSINESS LICENSE,VENDOR - PUSH CARTS,,,,,,,,,,,,,,,
751,HICKORY,JOLIET,IL,60435,EL PRIMO MEXICAN RESTAURANT,46-5331803,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
1705,JEFFERSON,JOLIET,IL,60435,CAR OUTLET,46-4982282,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
0,OUT OF AREA,,,,SMART CHOICE VENDING INC,36-3995762,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
5700,CATON FARM,PLAINFIELD,IL,60586,EDWARD D JONES & CO LP 75338,43-0345811,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,
1444,LARKIN,JOLIET,IL,60435,IHOP 1292,46-3744666,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2950,PLAINFIELD,JOLIET,IL,60435,RED LOBSTER 0578,46-5125297,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
215,CHICAGO,JOLIET,IL,60432,CHICAGO STREET PINBALL ARCADE,47-1039723,AMUSEMENT,AMUSEMENT,AMUSEMENT LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,SERVICE PLUS MECHANICAL,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
362,RUBY,JOLIET,IL,60435,CENTRAL MUFFLERS & AUTO REPAIR,47-1375720,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1150,ESSINGTON,JOLIET,IL,60435,MORGAN STANLEY SMITH BARNEY,26-4310844,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,
805,WEST PARK,JOLIET,IL,60436,MIKE AUTO REPAIR,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
205,CHICAGO,JOLIET,IL,60432,JULIET'S,46-5439333,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,
2405,ESSINGTON,JOLIET,IL,60435,CLIQUE NUTRITION,46-5261463,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
1356,HOUBOLT,JOLIET,IL,60431,KUCHIES,26-0005556,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
0,OUT OF AREA,,,,"JACKSON, DAVID W",,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
10,FAIRLANE,JOLIET,IL,60435,SAGE BODYWORK & WELLNESS STUDIO,45-5624590,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
1560,RT 59,JOLIET,IL,60431,MARCO'S PIZZA 3587,45-4383824,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1001,WOODRUFF,JOLIET,IL,60432,GARDEN FOOD,47-1986236,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,
0,OUT OF AREA,,,,ROSS MECHANICAL,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
2661,PLAINFIELD,JOLIET,IL,60435,PARTY CITY 5113,22-3033692,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,IDENTITY SERVICES LLC,,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
20,CASS,JOLIET,IL,60432,CHEESECAKES BY JAMES,90-0936856,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,WHOLESALE PURVEYOR 1ST CLASS,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
2601,JEFFERSON,JOLIET,IL,60435,ALDI INC 40,42-1051659,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C-D PACKAGE GOODS,CLASS C-D,CLASS C-D PACKAGE/BEER & WINE ONLY,,,,,,,,,,
2378,ESSINGTON,JOLIET,IL,60435,FRUITFUL YIELD INC 1127,20-2820176,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
912,JEFFERSON,JOLIET,IL,60435,AD JOLIET,46-3395929,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,NORTH SHORE SIGN CO INC,,SIGN ERECTOR,SIGN ERECT,SIGN ERECTOR LICENSE,,,,,,,,,,,,,,,,,,,
232,COLLINS,JOLIET,IL,60432,PAUL & MIKE'S TRANSMISSIONS,36-2933320,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2721,PLAINFIELD,JOLIET,IL,60435,FIVE BELOW 701,75-3000378,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3151,VOYAGER,JOLIET,IL,60431,ANTHONY'S RESTAURANT & PUB,36-3979042,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS Z OUTDOOR/BEER GRD FULL,
222,RUBY,JOLIET,IL,60435,GONZALEZ AUTO SALES 2,01-0965245,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,
2314,GLENWOOD,JOLIET,IL,60435,REPUBLIC MARATHON,47-1797488,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
