"","LOC NO","LOC STREET","LOC CITY","LOC STATE","LOC ZIP","DBA","FEIN/SSN","LIC TEXT2 (LIC 1)","CHG 1 DESC (LIC 1)","CHG 1 LONG DESC (LIC 1)","CYCLE CODE (LIC 2)","CYCLE DESC (LIC 2)","LIC TEXT1 (LIC 2)","LIC TEXT2 (LIC 2)","LIC TEXT4 (LIC 2)","CYCLE DESC (LIC 3)","LIC TEXT2 (LIC 3)","CHG 1 DESC (LIC 3)","CHG 1 LONG DESC (LIC 3)","CYCLE CODE (LIC 4)","CYCLE DESC (LIC 4)","LIC TEXT1 (LIC 4)","LIC TEXT2 (LIC 4)","LIC TEXT4 (LIC 4)","CYCLE CODE (LIC 5)","CYCLE DESC (LIC 5)","LIC TEXT1 (LIC 5)","LIC TEXT2 (LIC 5)","QTY STAT CD (LIC 5)","address...30","lon","lat","address...33"
"199",848,"PLAINFIELD","JOLIET","IL",60435,"LA MINA DE JOLIET","47-2875196","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"848 PLAINFIELD JOLIET IL 60435",-88.1047859,41.5398084,"848 plainfield rd, joliet, il 60435, usa"
"200",2543,"PLAINFIELD","JOLIET","IL",60435,"FANNIE MAY 457","27-0085859","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2543 PLAINFIELD JOLIET IL 60435",-88.1496289,41.5717034,"2543 plainfield rd, joliet, il 60435, usa"
"201",2121,"JEFFERSON","JOLIET","IL",60435,"NAPA AUTO PARTS","58-0254510","PAINT SALES","PAINTSAL<1","PAINT SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2121 JEFFERSON JOLIET IL 60435",-88.1324178,41.5229513,"2121 w jefferson st, joliet, il 60435, usa"
"202",2831,"JEFFERSON","JOLIET","IL",60435,"SPARKLE EXPRESS CAR WASH","46-5265221","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2831 JEFFERSON JOLIET IL 60435",-88.1520489,41.5226038,"2831 w jefferson st, joliet, il 60435, usa"
"203",861,"LARKIN","JOLIET","IL",60435,"FAMILY DOLLAR 26629","56-2056614","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"861 LARKIN JOLIET IL 60435",-88.1261645,41.5395527,"861 n larkin ave, joliet, il 60435, usa"
"204",0,"OUT OF AREA",NA,NA,NA,"ADVANCED CLIMATE SOLUTIONS",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"205",2159,"JEFFERSON","JOLIET","IL",60435,"VIRGINIA'S RENT TO OWN","81-4295184","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2159 JEFFERSON JOLIET IL 60435",-88.1336188,41.5227951,"2159 w jefferson st, joliet, il 60435, usa"
"206",311,"LARKIN","JOLIET","IL",60436,"MEINEKE REPAIR SHOP 266","46-5188079","COIN VENDING - FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"311 LARKIN JOLIET IL 60436",-88.1251349,41.5167831,"311 s larkin ave, joliet, il 60436, usa"
"207",924,"DAWES","JOLIET","IL",60435,"JOLIET HEATING & AIR CONDITIONING",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"924 DAWES JOLIET IL 60435",-88.1073801,41.5413726,"924 dawes ave, joliet, il 60435, usa"
"208",0,"OUT OF AREA",NA,NA,NA,"BRIGHT SIGNS & AWNINGS",NA,"SIGN ERECTOR","SIGN ERECT","SIGN ERECTOR LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"209",0,"OUT OF AREA",NA,NA,NA,"COMFORTABLE CLIMATE LLC",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"210",800,"WILCOX","JOLIET","IL",60435,"GOLDEN DRAGON","47-3328305","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"800 WILCOX JOLIET IL 60435",-88.098561,41.538145,"800 wilcox st, joliet, il 60435, usa"
"211",221,"RUBY","JOLIET","IL",60435,"CHICAGO STYLE GRILL","47-4580315","COIN VENDING - VIDEO POKER","COIN PKR","COIN VENDING - VIDEO POKER LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS E RESTAURANT OR HOTEL",NA,"221 RUBY JOLIET IL 60435",-88.086224,41.537595,"221 ruby st, joliet, il 60435, usa"
"212",3404,"MOUND","JOLIET","IL",60436,"LEGEND SMELTING & RECYCLING","31-1273965","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3404 MOUND JOLIET IL 60436",-88.1629395,41.4917933,"3404 mound rd, joliet, il 60436, usa"
"213",0,"OUT OF AREA",NA,NA,NA,"M&J'S COOLING INC",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"214",508,"WASHINGTON","JOLIET","IL",60433,"JUNK PEDDLER - FRANCISCO GARCIA-DELGADO","SSN","JUNK PEDDLER","JUNK PDDLL","JUNK PEDDLER LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"508 WASHINGTON JOLIET IL 60433",-88.0955125,41.5234584,"508 w washington st, joliet, il 60435, usa"
"215",931,"HICKORY","JOLIET","IL",60435,"ANDY & SOPHIES TAVERN","36-3977278","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"931 HICKORY JOLIET IL 60435",-88.0870424,41.5416621,"931 n hickory st, joliet, il 60435, usa"
"216",2700,"PLAINFIELD","JOLIET","IL",60435,"FRESH THYME FARMERS MARKET","46-1124457","CLASS C PACKAGE","CLASS C","CLASS C PACKAGE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","2700 PLAINFIELD JOLIET IL 60435",-88.1582605,41.5744738,"2700 plainfield rd, joliet, il 60435, usa"
"217",4100,"ROCK CREEK","JOLIET","IL",60431,"DYNAMIC 3PL","27-1207577","WHOLESALE PURVEYOR 1ST CLASS","WHLSLE 1ST","WHOLESALE PURVEYOR 1ST CLASS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4100 ROCK CREEK JOLIET IL 60431",-88.1834025,41.4888602,"4100 rock creek blvd, joliet, il 60431, usa"
"218",1019,"PLAINFIELD","JOLIET","IL",60435,"CABANAS PIZZA","47-3811095","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1019 PLAINFIELD JOLIET IL 60435",-88.107342,41.5423865,"1019 plainfield rd, joliet, il 60435, usa"
"219",1104,"HOUBOLT","JOLIET","IL",60431,"CHINA KITCHEN 3084","47-3851983","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1104 HOUBOLT JOLIET IL 60431",-88.167919,41.5021076,"1104 houbolt rd, joliet, il 60431, usa"
"220",2812,"PLAINFIELD","JOLIET","IL",60435,"GAMESTOP 5588","41-1609563","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2812 PLAINFIELD JOLIET IL 60435",-88.1587939,41.5767439,"2812 plainfield rd, joliet, il 60435, usa"
"221",2701,"BLACK","JOLIET","IL",60435,"CHICAGO RACQUET & FITNESS","46-2433239","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2701 BLACK JOLIET IL 60435",-88.1486805,41.5383591,"2701 black rd, joliet, il 60435, usa"
"222",26,"CLINTON","JOLIET","IL",60432,"HOTEL PLAZA","47-3473574","HOTEL/MOTEL","HOTEL 2","HOTEL/MOTEL LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","HOTEL/MOTEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26 CLINTON JOLIET IL 60432",-88.082598,41.526666,"26 w clinton st, joliet, il 60432, usa"
"223",2410,"JEFFERSON","JOLIET","IL",60435,"GAMESTOP 6165","41-1609563","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2410 JEFFERSON JOLIET IL 60435",-88.1422916,41.5216665,"2410 w jefferson st, joliet, il 60435, usa"
"224",0,"OUT OF AREA",NA,NA,NA,"SAVATREE/SAVALAWN","13-3257374","TREE SERVICE","TREE SERVI","TREE SERVICE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"225",0,"OUT OF AREA",NA,NA,NA,"ICON IDENTITY SOLUTIONS",NA,"SIGN ERECTOR","SIGN ERECT","SIGN ERECTOR LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"226",2525,"JEFFERSON","JOLIET","IL",60435,"WORLD KIA JOLIET","47-3435345","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,"BUSINESS LICENSE","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PAINT SALES",NA,NA,NA,NA,NA,NA,"2525 JEFFERSON JOLIET IL 60435",-88.1456841,41.5226969,"2525 w jefferson st, joliet, il 60435, usa"
"227",2001,"JEFFERSON","JOLIET","IL",60435,"HAWK CHEVROLET - CADILLAC","82-0578220","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PAINT SALES/SHOP",NA,"BUSINESS LICENSE","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,"2001 JEFFERSON JOLIET IL 60435",-88.1282236,41.5232737,"2001 w jefferson st, joliet, il 60435, usa"
"228",2051,"JEFFERSON","JOLIET","IL",60435,"HAWK MAZDA","82-0578220","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","SECOND HAND SALES",NA,"BUSINESS LICENSE","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2051 JEFFERSON JOLIET IL 60435",-88.1291006,41.5230147,"2051 w jefferson st, joliet, il 60435, usa"
"229",2200,"JEFFERSON","JOLIET","IL",60435,"HAWK SUBARU","82-0578220","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","SECOND HAND SALES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2200 JEFFERSON JOLIET IL 60435",-88.1367504,41.5219244,"2200 w jefferson st, joliet, il 60435, usa"
"230",0,"OUT OF AREA",NA,NA,NA,"SOUTHWEST MECHANICAL",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"231",2901,"JEFFERSON","JOLIET","IL",60435,"GORDON FOOD SERVICE STORE MP166","16-1675916","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2901 JEFFERSON JOLIET IL 60435",-88.1537639,41.5226703,"2901 w jefferson st, joliet, il 60435, usa"
"232",0,"OUT OF AREA",NA,NA,NA,"B HANEY & SONS INC","36-2729336","TREE SERVICE","TREE SERVI","TREE SERVICE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"233",0,"OUT OF AREA",NA,NA,NA,"YORKVILLE HEATING & AIR CONDITIONING",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"234",81,"CHICAGO","JOLIET","IL",60432,"GJI'S SWEET SHOPPE","74-3252624","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"81 CHICAGO JOLIET IL 60432",-88.0818701,41.5257519,"81 n chicago st, joliet, il 60432, usa"
"235",3340,"MALL LOOP","JOLIET","IL",60431,"TGI FRIDAY'S","47-3323109","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS B PREMISES",NA,"3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"236",0,"OUT OF AREA",NA,NA,NA,"AIR MAX HEATING & AIR",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"237",2300,"RT 59","PLAINFIELD","IL",60586,"AFC SUSHI @ TONY'S FINER FOODS 1267","45-0476056","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2300 RT 59 PLAINFIELD IL 60586",-88.1984808,41.562941,"2300 illinois rte 59, plainfield, il 60586, usa"
"238",809,"CASS","JOLIET","IL",60432,"FLEET SPECIALITY PAINTING","36-2988802","PAINT SALES/SHOP","PNTSL/SHP1","PAINT SALE/SHOP LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"809 CASS JOLIET IL 60432",-88.061864,41.5283837,"809 e cass st, joliet, il 60432, usa"
"239",0,"OUT OF AREA",NA,NA,NA,"RODELY VENDING","SSN","COIN VENDING-FOOD/SODA","COIN FOOD","COIN VENDING - FOOD/SODA LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"240",926,"GARDNER","JOLIET","IL",60433,"EDEN BAR & GRILL","47-1153829","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","926 GARDNER JOLIET IL 60433",-88.0781292,41.5058597,"926 gardner st, joliet, il 60433, usa"
"241",504,"MCDONOUGH","JOLIET","IL",60436,"DAR'S BAR","11-3733777","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","COIN VENDING - VIDEO POKER","MACHN","504 MCDONOUGH JOLIET IL 60436",-88.0937207,41.5159366,"504 mcdonough st, joliet, il 60436, usa"
"242",324,"CHICAGO","JOLIET","IL",60436,"AJAX CLEANERS","36-3163604","DRY CLEANER","DRY CLEANR","DRY CLEANER LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324 CHICAGO JOLIET IL 60436",-88.081762,41.517839,"324 s chicago st, joliet, il 60436, usa"
"243",1425,"BROADWAY","JOLIET","IL",60435,"HAUNTED TRAILS FAMILY FUN CENTER","47-4267099","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS O OUTDOOR/BEER GRD EARLY","CLASS O","CLASS O OUTDOOR/BEER GARDEN","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","1425 BROADWAY JOLIET IL 60435",-88.0889461,41.549888,"1425 n broadway st, joliet, il 60435, usa"
"244",0,"OUT OF AREA",NA,NA,NA,"NACHO HEATING & COOLING PLUS CO",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"245",1601,"CASS","JOLIET","IL",60432,"7-ELEVEN 27947C","43-1827648","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","1601 CASS JOLIET IL 60432",-88.0428803,41.5295073,"1601 e cass st, joliet, il 60432, usa"
"246",1748,"IRISH INDIAN","JOLIET","IL",60436,"PAUL MECHANICAL GROUP","26-3515002","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1748 IRISH INDIAN JOLIET IL 60436",-88.1396232,41.489686,"1748 irish indian trail, joliet, il 60436, usa"
"247",555,"CASS","JOLIET","IL",60432,"MIDWEST GAS","46-3635214","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","555 CASS JOLIET IL 60432",-88.068451,41.5281625,"555 e cass st, joliet, il 60432, usa"
"248",1805,"JEFFERSON","JOLIET","IL",60435,"CHECKERS 3448","47-1164481","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"1805 JEFFERSON JOLIET IL 60435",-88.1259738,41.5228859,"1805 w jefferson st, joliet, il 60435, usa"
"249",0,"OUT OF AREA",NA,NA,NA,"BREEZE AIR",NA,"HVAC","HVAC LICEN","HVAC LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"250",2805,"PLAINFIELD","JOLIET","IL",60435,"ROSS DRESS FOR LESS 1791","20-0594333","FOOD STORE","FOOD STORE","FOOD STORE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2805 PLAINFIELD JOLIET IL 60435",-88.1558979,41.5787253,"2805 plainfield rd, joliet, il 60435, usa"
"251",1481,"RT 59","JOLIET","IL",60431,"MURPHY USA 7580","71-0727492","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","1481 RT 59 JOLIET IL 60431",-88.2062524,41.8157889,"1481 illinois rte 59, naperville, il 60563, usa"
"252",22,"CLINTON","JOLIET","IL",60432,"THE JOLIET ROUTE 66 DINER","47-4641307","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"22 CLINTON JOLIET IL 60432",-88.080714,41.5267994,"22 e clinton st, joliet, il 60432, usa"
"253",2601,"PLAINFIELD","JOLIET","IL",60435,"DICKS SPORTING GOODS","16-241537","WEAPONS DEALER","WEAPONS","WEAPONS DEALER LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2601 PLAINFIELD JOLIET IL 60435",-88.1528492,41.5746212,"2601 plainfield rd, joliet, il 60435, usa"
"254",2951,"JEFFERSON","JOLIET","IL",60435,"CHINA COOK","47-4593107","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2951 JEFFERSON JOLIET IL 60435",-88.1548118,41.5226675,"2951 w jefferson st, joliet, il 60435, usa"
