LOC.NO,LOC.STREET,LOC.CITY,LOC.STATE,LOC.ZIP,BUS.NAME,DBA,SSN,BUS.PHONE,LIC.TEXT2..LIC.1.,CHG.1.DESC..LIC.1.,CHG.1.LONG.DESC..LIC.1.,CYCLE.CODE..LIC.2.,CYCLE.DESC..LIC.2.,LIC.TEXT1..LIC.2.,LIC.TEXT2..LIC.2.,LIC.TEXT4..LIC.2.,CYCLE.DESC..LIC.3.,LIC.TEXT1..LIC.3.,LIC.TEXT2..LIC.3.,CHG.1.DESC..LIC.3.,CHG.1.LONG.DESC..LIC.3.,CYCLE.CODE..LIC.4.,CYCLE.DESC..LIC.4.,LIC.TEXT1..LIC.4.,LIC.TEXT2..LIC.4.,LIC.TEXT4..LIC.4.,CYCLE.CODE..LIC.5.,CYCLE.DESC..LIC.5.,LIC.TEXT1..LIC.5.,LIC.TEXT2..LIC.5.,QTY.STAT.CD..LIC.5.,QTY.CD.DESC..LIC.5.,address,lon,lat
433,CHICAGO,JOLIET,IL,60436,MILANO BAKERY INC,MILANO BAKERY,36-2586914,815-727-4872,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,433 CHICAGO JOLIET IL,-88.081756,41.515811
3601,WILDWOOD,JOLIET,IL,60431,"KNUDSON, JOHN",KNUDSON AUCTIONS & APPRAISALS,,8157225088,AUCTIONEER,AUCTIONEER,AUCTIONEER LICENSE,,,,,,,,,,,,,,,,,,,,,,3601 WILDWOOD JOLIET IL,-88.17050549999999,41.533281
3340,MALL LOOP,JOLIET,IL,60431,MICHIGAN SPORTING GOODS DISTRIBUTORS,MC SPORTS 135,38-1709049,815-254-2451,WEAPONS DEALER,WEAPONS,WEAPONS DEALER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1227,CASS,JOLIET,IL,60432,"ALAMILLO, ESTANISLAO",RED ROOF CAR WASH,,8157233376,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1227 CASS JOLIET IL,-88.0511744,41.5294634
205,JOLIET,JOLIET,IL,60432,CHAMPION'S PAWN & JEWELRY INC,CHAMPION'S PAWN & JEWELRY EXCHANGE,36-4013518,815-955-7216,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,205 JOLIET JOLIET IL,-88.0844975,41.5197869
0,JEFFERSON,JOLIET,IL,60435,RICK'S RV CENTER INC,RICK'S RV CENTER,36-3688259,815-725-4061,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,0 JEFFERSON JOLIET IL,-88.08155219999999,41.5249735
2360,GLENWOOD,JOLIET,IL,60435,MAURIE'S TABLE INC,MAURIE'S TABLE,36-2767127,815-744-2856,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,2360 GLENWOOD JOLIET IL,-88.140254,41.5298685
827,GARDNER,JOLIET,IL,60433,RELIABLE RECOVERY SERVICES INC,RELIABLE RECOVERY SERVICES,36-4040124,708-774-0880,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,827 GARDNER JOLIET IL,-88.078834,41.5073277
301,AIRPORT,JOLIET,IL,60431,RESTYLING CONCEPTS INC,RESTYLING CONCEPTS,36-3704320,815-729-1819,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,301 AIRPORT JOLIET IL,-88.1810886,41.5177397
119,REPUBLIC,JOLIET,IL,60435,RENDEL'S INC,RENDEL'S INC,36-2557439,815-773-6565,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,119 REPUBLIC JOLIET IL,-88.1398691,41.5258877
663,JACKSON,JOLIET,IL,60432,SAMMY'S INC,SAMMY'S TIRE SERVICE,36-4411601,815-722-9514,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,663 JACKSON JOLIET IL,-88.0644449,41.532087800000014
701,RUBY,JOLIET,IL,60435,A&B TIRE,RUBY ST TIRE,36-3081943,815-722-3311,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,701 RUBY JOLIET IL,-88.099387,41.5380105
813,CASS,JOLIET,IL,60432,"TALARICO, RICH",RICHARD'S AUTO SALES,,8157266965,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,813 CASS JOLIET IL,-88.0614556,41.5283101
301,CHICAGO,JOLIET,IL,60432,PR WALKER INC,TIRE TRACKS 02,37-1173799,815-439-5750,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,301 CHICAGO JOLIET IL,-88.0821271,41.5299944
142,REPUBLIC,JOLIET,IL,60435,PR WALKER INC,TIRE TRACKS 03,37-1173799,815-791-0352,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,142 REPUBLIC JOLIET IL,-88.1386794,41.52504769999999
367,CHICAGO,JOLIET,IL,60432,MG AT 367 CORP,TEAM AUTO REPAIR,26-2306187,815-727-4300,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,367 CHICAGO JOLIET IL,-88.0822589,41.5312405
1,RICHARDS,JOLIET,IL,60433,"TAYLOR, OSCAR J",TAYLOR'S AUTO CENTER,,815-955-1116,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1 RICHARDS JOLIET IL,-88.0747754,41.5238677
1111,JEFFERSON,JOLIET,IL,60435,SOOPER LUBE,SOOPER LUBE,36-3306820,815-723-4998,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1111 JEFFERSON JOLIET IL,-88.108774,41.523345
1311,COLLINS,JOLIET,IL,60432,"GUTIERREZ, JUAN CARLOS",CARLITOS AUTO REPAIR,90-9718711,815-919-8003,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1311 COLLINS JOLIET IL,-88.0729606,41.54879529999999
2645,PLAINFIELD,JOLIET,IL,60435,HELZBERG DIAMOND SHOPS INC,HELZBERG DIAMONDS 623,44-0553741,816-621-1275,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,2645 PLAINFIELD JOLIET IL,-88.1545629,41.5751138
2344,RT 59,PLAINFIELD,IL,60586,CARA SALES INC,GIORDANO'S OF PLAINFIELD,36-4393119,815-609-5900,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,2344 RT 59 PLAINFIELD IL,-88.1995371,41.5644043
1006,JEFFERSON,JOLIET,IL,60435,UNIQUE ANTIQUES LTD,UNIQUE ANTIQUES,36-3951359,815-741-2466,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,1006 JEFFERSON JOLIET IL,-88.106275,41.5228782
2621,PLAINFIELD,JOLIET,IL,60435,BARNES & NOBLE INC,BARNES & NOBLE BOOKSELLERS INC,13-4030389,516-338-6554,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2621 PLAINFIELD JOLIET IL,-88.1525545,41.5755024
3301,ESSINGTON,JOLIET,IL,60435,GANDER MOUNTAIN COMPANY,GANDER MOUNTAIN 287,41-1990949,800-801-8236,WEAPONS DEALER,WEAPONS,WEAPONS DEALER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,3301 ESSINGTON JOLIET IL,-88.1632972,41.58659309999999
3340,MALL LOOP,JOLIET,IL,60431,SBARRO LLC,SBARRO 162,11-2501939,631-624-4200,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3340,MALL LOOP,JOLIET,IL,60431,THE GENERAL NUTRITION CORP,GNC #623,25-1124574,815-439-1160,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3340,MALL LOOP,JOLIET,IL,60431,REMA & SONS INC,GREAT STEAK & POTATO 1304,36-4109377,815-430-7170,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3340,MALL LOOP,JOLIET,IL,60431,"RUE 21, INC",RUE 21 #1086,25-1311645,724-776-7624,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3340,MALL LOOP,JOLIET,IL,60431,SMOKEHOUSE OF JOLIET,SMOKEHOUSE OF JOLIET 1294,04-3797624,815-609-2909,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
2304,RT 59,PLAINFIELD,IL,60586,YEE & YU CO INC,LUCKY BAMBOO ASIAN CUISINE,47-0925263,815-609-7888,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,2304 RT 59 PLAINFIELD IL,-88.1984453,41.5635042
3620,ROCK CREEK,JOLIET,IL,60431,PAPPU INC,7-ELEVEN 33031,30-0488546,847-912-8786,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,,,,,,,3620 ROCK CREEK JOLIET IL,-88.1693428,41.4952801
1812,JEFFERSON,JOLIET,IL,60435,THE DELTA SONIC CARWASH SYSTEMS INC,DELTA SONIC CAR WASH,16-0972035,815-207-7000,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,1812 JEFFERSON JOLIET IL,-88.1252372,41.5216262
306,LARKIN,JOLIET,IL,60435,SYMPHONY OF JOLIET LLC,SYMPHONY OF JOLIET,45-3915700,815-546-7242,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,306 LARKIN JOLIET IL,-88.1241,41.5278674
2521,PLAINFIELD,JOLIET,IL,60435,BRIDGESTONE RETAIL OPERATIONS,FIRESTONE COMPLETE AUTO CARE,62-1867019,815-254-5147,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,2521 PLAINFIELD JOLIET IL,-88.1489529,41.5713361
327,COLLINS,JOLIET,IL,60432,FIGUEROA AUTO SALES INC,FIGUEROA AUTO SALES,36-4507862,815-722-7771,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,327 COLLINS JOLIET IL,-88.0729272,41.531042
1307,COLLINS,JOLIET,IL,60432,G & J AUTO TECH INC,G & J AUTO TECH,20-1641355,815-726-2683,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1307 COLLINS JOLIET IL,-88.0729844,41.5486442
1397,LARKIN,JOLIET,IL,60435,THOMAS MOTORS OF ILLINOIS INC,THOMAS MOTORS OF ILLINOIS INC,47-0928673,630-697-7512,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1397 LARKIN JOLIET IL,-88.12812149999999,41.5483833
314,LARKIN,JOLIET,IL,60436,SELECT MOTORS INC,GERALD AUTO SALES,36-4215206,815-730-6002,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,314 LARKIN JOLIET IL,-88.1243712,41.5290518
2221,OAK LEAF,JOLIET,IL,60436,BIZNESS INC,GREG'S BODY SHOP,36-4011850,815-741-4244,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,2221 OAK LEAF JOLIET IL,-88.1366094,41.5134137
3225,PLAINFIELD,JOLIET,IL,60435,WEST SUBURBAN AUTO PLAZA,HONDA OF JOLIET,36-3814299,815-439-2222,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,3225 PLAINFIELD JOLIET IL,-88.1630661,41.5821772
2755,BLACK,JOLIET,IL,60435,BABANIS LLC,JAMESON'S PUB,84-1648313,815-729-0000,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,2755 BLACK JOLIET IL,-88.1488293,41.5374552
931,PLAINFIELD,JOLIET,IL,60435,KALBOS INC,KALBOS INC,36-3296273,815-272-5248,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,931 PLAINFIELD JOLIET IL,-88.106111,41.5415092
1210,PLAINFIELD,JOLIET,IL,60435,MASTER'S AUTOMOTIVE INC,MASTER'S AUTOMOTIVE,26-1625804,815-439-0169,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1210 PLAINFIELD JOLIET IL,-88.11208789999999,41.5450284
1101,BROADWAY,JOLIET,IL,60435,MARTINSON TIRE SERVICE,MARTINSON TIRE SERVICE,46-3946493,815-722-8134,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1101 BROADWAY JOLIET IL,-88.0861564,41.54372679999999
113,BISSELL,JOLIET,IL,60432,KRONO'S TIRE SHOP INC,KRONO'S TIRE SHOP INC,45-3555575,815-630-9591,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,113 BISSELL JOLIET IL,-88.0616874,41.5269189
1852,TERRY,JOLIET,IL,60436,KLEINHOFFER MFG & REPAIR INC,KLEINHOFFER MFG & REPAIR INC,36-3523167,815-725-3638,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1852 TERRY JOLIET IL,-88.1420098,41.4881555
2321,RT 59,PLAINFIELD,IL,60586,"YOUNG SIM LEE, GRACE",EVERGREEN CLEANERS,341621092,815-254-7299,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,2321 RT 59 PLAINFIELD IL,-88.2014032,41.5641073
1009,SPENCER,JOLIET,IL,60433,JOLIET COUNTRY CLUB,JOLIET COUNTRY CLUB,36-1294060,815-727-3677,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,1009 SPENCER JOLIET IL,-88.0542499,41.4987326
313,LARKIN,JOLIET,IL,60436,E-Z AUTO SALES INC,E-Z AUTO SALES,36-4178446,815-744-1821,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,313 LARKIN JOLIET IL,-88.1252801,41.51634079999999
1018,PLAINFIELD,JOLIET,IL,60435,AMERIMEX MUFFLERS AND BRAKES 7 INC,AMERIMEX MUFFLERS AND BRAKES 7 INC,46-2905892,815-726-3400,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1018 PLAINFIELD JOLIET IL,-88.1077601,41.5420039
0,OUT OF AREA,,,NA,DR PEPPER SNAPPLE GROUP,DR PEPPER SNAPPLE GROUP,36-4223626,708-947-5007,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
0,OUT OF AREA,,,NA,ACE COFFEE BAR INC,ACE COFFEE BAR INC,36-2546853,630-233-2800,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
1710,PRAIRIE WIND,JOLIET,IL,60435,"BIENVENU, ROBERT",PERFECT COFFEE SERVICE,,815-609-8889,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,1710 PRAIRIE WIND JOLIET IL,-88.1495755,41.5542174
826,HORSESHOE,JOLIET,IL,60435,CANTIGNY POST 367,CANTIGNY POST 367 VFW,36-0829231,815-722-5398,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,826 HORSESHOE JOLIET IL,-88.1059684,41.5389172
0,OUT OF AREA,,,NA,PEPSI BEVERAGES CO,PEPSI BEVERAGES CO,13-4042452,312-203-1423,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
4200,JEFFERSON,JOLIET,IL,60431,JOLIET PLAZA INN & SUITES,JOLIET PLAZA INN & SUITES,46-1402641,815-531-5279,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,4200 JEFFERSON JOLIET IL,-88.1828738,41.52088579999999
1806,MCDONOUGH,JOLIET,IL,60436,RAJ MOTEL INC,BUDGET INN EXPRESS,73-1458913,815-730-8800,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,1806 MCDONOUGH JOLIET IL,-88.1260867,41.5149669
2305,JEFFERSON,JOLIET,IL,60435,RNSP CORPORATION,FENTON MOTEL,36-4233905,815-725-8527,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,2305 JEFFERSON JOLIET IL,-88.13826379999999,41.5230065
3340,MALL LOOP,JOLIET,IL,60431,CARSON PIRIE SCOTT 515,CARSON PIRIE SCOTT 515,63-1265548,815-439-2000,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3200,CATON FARM,JOLIET,IL,60431,HIGHLAND PARK CVS LLC,CVS PHARMACY 1170,37-1414552,815-267-8130,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,3200 CATON FARM JOLIET IL,-88.16265800000001,41.5650144
3340,MALL LOOP,JOLIET,IL,60431,GAMESTOP INC,GAMESTOP 138,41-1609563,815-436-1025,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1990,JEFFERSON,JOLIET,IL,60435,AL'S STEAK HOUSE INC,AL'S STEAK HOUSE,20-3706217,815-725-2388,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,1990 JEFFERSON JOLIET IL,-88.1306654,41.5218389
454,CASS,JOLIET,IL,60432,ADVANCE STORES COMPANY INC,ADVANCE AUTO PARTS 8877,54-0118110,,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,454 CASS JOLIET IL,-88.0707027,41.52761719999999
200,HAMMES,JOLIET,IL,60435,"PEARSON, LINDA",A JOURNEY TO WELLNESS,,815-280-3291,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,200 HAMMES JOLIET IL,-88.13150340000001,41.5253295
201,MCDONALD,JOLIET,IL,60431,"LANE, BRUCE",AMERICAN MOTORSPORTS,,815-730-0563,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,201 MCDONALD JOLIET IL,-88.1870375,41.51690079999999
4802,CATON FARM,PLAINFIELD,IL,60586,GRAHAM C STORES CO,JOLIET BP,36-3830551,847-848-8933,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,4802 CATON FARM PLAINFIELD IL,-88.2010028,41.5647738
2375,DRAUDEN,PLAINFIELD,IL,60586,HIGHLAND PARK CVS LLC,CVS/PHARMACY 5421,37-1414552,815-577-0457,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,2375 DRAUDEN PLAINFIELD IL,-88.22995209999999,41.564049
2219,JEFFERSON,JOLIET,IL,60435,SENOR TEQUILA INC,SENOR TEQUILA MEXICAN RESTAURANT,36-4194929,815-730-9770,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,2219 JEFFERSON JOLIET IL,-88.13523289999999,41.5233401
3021,PLAINFIELD,JOLIET,IL,60435,RDK VENTURES LLC,CIRCLE K 6745,27-1278411,815-254-0391,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,3021 PLAINFIELD JOLIET IL,-88.1614855,41.5797951
692,THEODORE,JOLIET,IL,60435,DG RETAIL LLC,DOLLAR GENERAL 13824,36-4577242,615-855-4000,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,692 THEODORE JOLIET IL,-88.0990836,41.55202209999999
2401,CHICAGO,JOLIET,IL,60436,RT 66 LIQUORS LLC,RT 66 LIQUORS,46-2988763,815-724-0066,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,,,,,,,,,,,,,,,,,2401 CHICAGO JOLIET IL,-88.08053699999999,41.480253
